suburb,rooms,type,price,method,maintenance_score,seller_g,bedroom2,bathroom,car,building_area,council_area,region_name,size_class
Brighton,5,h,1170888.0,SP,5,Nick,1.0,2.0,1.0,205.0,Bayside City Council,Southern Metropolitan,medium
Brighton,5,h,1046781.0,SP,6,Buxton,5.0,2.0,2.0,198.0,Bayside City Council,Southern Metropolitan,medium
Brighton,2,u,1300000.0,S,4,hockingstuart,2.0,2.0,1.0,370.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,1390000.0,S,5,Tiernan's,3.0,1.0,2.0,137.0,Bayside City Council,Southern Metropolitan,small
Brighton,4,h,4250000.0,S,4,Biggin,4.0,3.0,2.0,525.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,2,t,1189307.0,SP,10,J,1.0,2.0,0.0,118.0,Bayside City Council,Southern Metropolitan,small
Brighton,4,h,2905000.0,S,4,Marshall,4.0,3.0,1.0,260.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,1300000.0,S,0,Nick,2.0,2.0,2.0,132.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,t,1725000.0,PI,5,Buxton,3.0,2.0,2.0,225.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,746019.0,S,7,Marshall,3.0,2.0,2.0,332.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,2266000.0,S,4,Marshall,3.0,2.0,2.0,270.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,2910000.0,S,1,Marshall,4.0,1.0,2.0,113.0,Bayside City Council,Southern Metropolitan,small
Brighton,2,t,753531.0,S,2,Hodges,2.0,1.0,2.0,42.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,h,2100000.0,S,2,Buxton,3.0,2.0,2.0,209.0,Bayside City Council,Southern Metropolitan,medium
Brighton,6,h,2700000.0,S,2,Kay,6.0,3.0,3.0,59.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,h,892513.0,SP,0,Nick,2.0,2.0,0.0,125.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,t,379096.0,SP,8,Buxton,2.0,1.0,0.0,574.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,2,u,760000.0,S,10,RT,2.0,2.0,1.0,111.0,Bayside City Council,Southern Metropolitan,small
Brighton,2,u,800000.0,S,4,Hodges,2.0,1.0,1.0,74.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,t,1750000.0,S,1,Buxton,3.0,2.0,2.0,190.0,Bayside City Council,Southern Metropolitan,medium
Brighton,4,h,1761000.0,S,3,Kay,4.0,2.0,3.0,135.0,Bayside City Council,Southern Metropolitan,small
Brighton,4,h,330913.0,SN,3,Buxton,4.0,2.0,2.0,300.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,887138.0,SN,3,Buxton,2.0,1.0,1.0,412.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,2600000.0,S,5,Buxton,3.0,2.0,3.0,426.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,h,1302500.0,S,0,Nick,3.0,2.0,2.0,171.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,1900000.0,S,9,Marshall,3.0,0.0,0.0,272.0,Bayside City Council,Southern Metropolitan,large
Brighton,5,h,208743.0,S,1,RT,4.0,3.0,3.0,325.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,235798.0,S,8,hockingstuart,2.0,1.0,2.0,456.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,5,h,2750000.0,VB,5,Buxton,4.0,3.0,1.0,341.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,892500.0,S,7,Nick,2.0,1.0,2.0,92.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,4,h,2145000.0,S,1,Buxton,3.0,2.0,1.0,197.0,Bayside City Council,Southern Metropolitan,medium
Brighton,5,h,3171000.0,S,9,Biggin,4.0,2.0,2.0,340.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,t,2800000.0,VB,3,Buxton,1.0,2.0,0.0,291.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,464118.0,PN,0,Castran,2.0,1.0,2.0,93.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,4,h,219089.0,PN,6,Kay,4.0,2.0,2.0,182.0,Bayside City Council,Southern Metropolitan,medium
Brighton,2,h,1910000.0,S,4,Hodges,2.0,2.0,4.0,163.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,t,1850000.0,SP,2,Buxton,3.0,2.0,2.0,546.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,t,1067000.0,S,10,Kay,3.0,0.0,1.0,26.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,h,1865000.0,VB,10,hockingstuart,3.0,2.0,2.0,242.0,Bayside City Council,Southern Metropolitan,medium
Brighton,2,u,620000.0,S,9,Gary,2.0,2.0,1.0,74.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,2,u,985000.0,PI,8,Marshall,2.0,1.0,1.0,399.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,871717.0,SP,8,Nick,4.0,3.0,2.0,283.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,t,1475000.0,PI,3,Buxton,3.0,2.0,2.0,163.0,Bayside City Council,Southern Metropolitan,medium
Brighton,2,h,502000.0,S,6,Hodges,2.0,2.0,0.0,549.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,h,426665.0,S,6,Buxton,1.0,1.0,1.0,518.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,4,h,840383.0,SP,1,Nick,4.0,1.0,2.0,60.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,4,h,403961.0,SN,5,Biggin,5.0,4.0,2.0,598.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,2,h,1086825.0,SP,8,Marshall,2.0,1.0,1.0,135.0,Bayside City Council,Southern Metropolitan,small
Brighton,2,u,700000.0,PI,7,RT,2.0,1.0,1.0,223.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,t,970717.0,SP,2,Buxton,3.0,2.0,2.0,200.0,Bayside City Council,Southern Metropolitan,medium
Brighton,2,u,1184528.0,S,0,Marshall,2.0,1.0,1.0,75.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,h,2400000.0,S,6,Marshall,3.0,2.0,2.0,355.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,590000.0,S,3,J,2.0,1.0,1.0,319.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,218400.0,SN,4,Nick,4.0,2.0,2.0,346.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,1650000.0,S,4,Nick,3.0,2.0,2.0,111.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,h,431266.0,SP,1,Marshall,3.0,2.0,2.0,197.0,Bayside City Council,Southern Metropolitan,medium
Brighton,5,h,1562500.0,PI,7,Buxton,5.0,2.0,2.0,202.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,2050000.0,PI,7,hockingstuart,3.0,3.0,2.0,262.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,3180000.0,S,3,hockingstuart,4.0,3.0,6.0,467.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,2,t,960000.0,S,10,Hodges,2.0,1.0,2.0,65.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,2,h,752000.0,S,1,hockingstuart,2.0,1.0,0.0,594.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,2,u,833000.0,S,6,Buxton,2.0,2.0,0.0,95.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,h,462877.0,SN,9,Kay,3.0,1.0,2.0,210.0,Bayside City Council,Southern Metropolitan,medium
Brighton,4,h,3320000.0,S,1,Buxton,4.0,3.0,2.0,364.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,2800000.0,PI,7,RT,4.0,3.0,3.0,321.0,Bayside City Council,Southern Metropolitan,large
Brighton,1,h,1775000.0,S,3,Nick,2.0,2.0,1.0,463.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,u,1602000.0,S,0,RT,3.0,2.0,2.0,23.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,h,1021812.0,PI,3,Marshall,3.0,2.0,2.0,216.0,Bayside City Council,Southern Metropolitan,medium
Brighton,2,u,1300000.0,PI,1,Greg,2.0,2.0,2.0,458.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,4,h,931775.0,SP,4,Buxton,4.0,2.0,2.0,220.0,Bayside City Council,Southern Metropolitan,medium
Brighton,5,h,1021431.0,SP,6,Marshall,5.0,3.0,2.0,356.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,1100000.0,S,9,Buxton,2.0,1.0,2.0,85.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,h,1650000.0,S,10,Hodges,3.0,2.0,1.0,143.0,Bayside City Council,Southern Metropolitan,small
Brighton,2,h,1102000.0,S,7,hockingstuart,2.0,1.0,2.0,370.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,575000.0,S,1,Buxton,2.0,1.0,1.0,509.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,4,h,290967.0,S,3,Buxton,1.0,2.0,1.0,457.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,2,h,1570000.0,S,2,Buxton,2.0,1.0,0.0,111.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,t,1411000.0,S,0,Buxton,3.0,2.0,2.0,549.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,t,1060498.0,SN,10,Kay,3.0,3.0,2.0,141.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,u,1500000.0,S,4,hockingstuart,1.0,1.0,1.0,161.0,Bayside City Council,Southern Metropolitan,small
Brighton,5,h,1090319.0,PN,7,Branon,5.0,4.0,4.0,412.0,Bayside City Council,Southern Metropolitan,large
Brighton,5,h,4700000.0,VB,0,Hodges,5.0,3.0,2.0,221.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,1785000.0,SP,5,Buxton,3.0,2.0,1.0,118.0,Bayside City Council,Southern Metropolitan,small
Brighton,2,h,1550000.0,VB,10,Buxton,2.0,2.0,2.0,442.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,t,303079.0,SP,3,Buxton,3.0,1.0,2.0,110.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,h,1875000.0,S,6,Hodges,3.0,2.0,2.0,170.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,626000.0,SP,2,J,3.0,3.0,4.0,301.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,2400000.0,S,0,Hodges,4.0,2.0,2.0,228.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,u,1266000.0,S,9,Hodges,3.0,1.0,2.0,116.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,u,826000.0,S,10,Biggin,3.0,1.0,2.0,131.0,Bayside City Council,Southern Metropolitan,small
Brighton,5,h,2730000.0,S,7,Gary,5.0,3.0,2.0,423.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,2,u,900000.0,S,7,Nick,2.0,2.0,1.0,150.0,Bayside City Council,Southern Metropolitan,small
Brighton,1,u,1169729.0,S,2,hockingstuart,2.0,1.0,0.0,319.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,t,1962000.0,S,9,Marshall,3.0,2.0,2.0,167.0,Bayside City Council,Southern Metropolitan,medium
Brighton,4,h,3295888.0,S,10,Hodges,4.0,3.0,2.0,337.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,1205000.0,SP,4,Buxton,1.0,2.0,0.0,566.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,1,u,375000.0,S,8,hockingstuart,1.0,1.0,1.0,40.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,4,h,1063451.0,SP,9,Buxton,4.0,2.0,2.0,219.0,Bayside City Council,Southern Metropolitan,medium
Brighton,2,u,756000.0,S,0,Buxton,2.0,1.0,1.0,80.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,4,h,619149.0,SP,6,Marshall,4.0,3.0,2.0,398.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,800000.0,VB,9,hockingstuart,2.0,1.0,1.0,519.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,2,u,395726.0,SP,7,Buxton,1.0,2.0,1.0,576.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,4,h,4375000.0,S,5,hockingstuart,1.0,1.0,1.0,54.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,2,h,1036000.0,S,5,Buxton,2.0,2.0,1.0,164.0,Bayside City Council,Southern Metropolitan,medium
Brighton,5,h,2100000.0,PI,5,Hodges,5.0,5.0,2.0,219.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,1500000.0,S,6,Nick,3.0,2.0,1.0,281.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,905500.0,S,5,Buxton,2.0,1.0,1.0,308.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,1811000.0,S,5,Gary,2.0,2.0,1.0,194.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,2375000.0,S,7,HAR,4.0,2.0,2.0,302.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,t,462929.0,SN,1,Buxton,3.0,2.0,2.0,219.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,2275000.0,S,0,Marshall,3.0,2.0,1.0,499.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,h,1385000.0,S,7,Buxton,3.0,1.0,2.0,120.0,Bayside City Council,Southern Metropolitan,small
Brighton,2,h,1601000.0,S,5,RT,2.0,1.0,1.0,513.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,h,2020000.0,S,9,Nick,5.0,6.0,2.0,419.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,t,1762000.0,S,2,Buxton,3.0,2.0,2.0,392.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,2450000.0,S,3,Nick,3.0,3.0,2.0,47.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,2,u,858000.0,S,0,Marshall,2.0,1.0,1.0,75.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,t,1427000.0,S,0,Marshall,3.0,2.0,1.0,484.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,t,2517500.0,SP,4,Marshall,3.0,3.0,2.0,273.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,1144146.0,S,2,Buxton,4.0,3.0,2.0,304.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,2800000.0,S,7,Biggin,4.0,2.0,4.0,229.0,Bayside City Council,Southern Metropolitan,medium
Brighton,5,h,1029254.0,S,7,Chisholm,2.0,2.0,1.0,301.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,330626.0,PI,9,Buxton,2.0,1.0,1.0,427.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,4,h,2300000.0,PI,10,Nick,2.0,2.0,1.0,330.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,723779.0,SP,5,Nick,3.0,2.0,2.0,65.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,h,2100000.0,VB,2,Buxton,2.0,1.0,1.0,318.0,Bayside City Council,Southern Metropolitan,large
Brighton,5,h,3700000.0,VB,6,Kay,4.0,3.0,4.0,305.0,Bayside City Council,Southern Metropolitan,large
Brighton,6,h,584077.0,S,3,Marshall,5.0,1.0,3.0,256.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,1750000.0,VB,3,Buxton,2.0,1.0,1.0,151.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,h,1410000.0,S,8,Buxton,3.0,1.0,1.0,62.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,u,343905.0,S,5,Gary,3.0,2.0,2.0,205.0,Bayside City Council,Southern Metropolitan,medium
Brighton,4,h,2475000.0,VB,7,Marshall,4.0,2.0,2.0,274.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,1027031.0,S,8,Marshall,2.0,2.0,0.0,63.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,4,h,2700000.0,SP,8,Nick,4.0,2.0,2.0,333.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,2800000.0,S,7,hockingstuart,1.0,2.0,0.0,366.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,810000.0,S,7,Marshall,2.0,1.0,1.0,117.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,u,1005000.0,SP,6,hockingstuart,3.0,1.0,1.0,483.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,4,h,3900000.0,S,2,Nick,4.0,2.0,2.0,311.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,1260000.0,S,7,Buxton,1.0,2.0,1.0,424.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,2,u,1110000.0,S,4,Rodney,1.0,1.0,0.0,392.0,Bayside City Council,Southern Metropolitan,large
Brighton,5,h,2790000.0,S,3,Buxton,1.0,1.0,0.0,314.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,610000.0,S,6,RT,2.0,1.0,1.0,75.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,u,880000.0,S,9,hockingstuart,3.0,1.0,1.0,78.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,2,u,737000.0,S,6,Nick,3.0,1.0,1.0,316.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,h,1532000.0,S,3,Hodges,2.0,1.0,2.0,165.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,962330.0,S,8,Marshall,3.0,2.0,2.0,216.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,304917.0,S,10,hockingstuart,2.0,1.0,1.0,578.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,u,1250000.0,S,3,Marshall,3.0,2.0,0.0,32.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,u,835000.0,PI,6,Marshall,3.0,2.0,1.0,160.0,Bayside City Council,Southern Metropolitan,small
Brighton,2,u,650000.0,VB,6,Hodges,1.0,2.0,1.0,224.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,2320000.0,S,1,Nick,3.0,2.0,2.0,365.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,1161705.0,S,10,Marshall,4.0,2.0,2.0,478.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,4,h,2000000.0,S,9,Marshall,4.0,2.0,2.0,318.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,t,1230000.0,S,8,Hodges,2.0,2.0,2.0,96.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,h,2375000.0,S,0,Buxton,3.0,2.0,2.0,435.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,4,h,365568.0,S,2,Buxton,1.0,1.0,1.0,314.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,t,1037000.0,S,10,Buxton,2.0,1.0,2.0,2.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,4,h,3050000.0,SP,2,Buxton,4.0,4.0,2.0,319.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,729969.0,SP,4,Buxton,4.0,2.0,2.0,250.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,1118991.0,SP,9,hockingstuart,3.0,2.0,2.0,174.0,Bayside City Council,Southern Metropolitan,medium
Brighton,4,t,1630000.0,SP,2,Biggin,4.0,2.0,2.0,196.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,h,891492.0,S,2,Marshall,3.0,1.0,2.0,143.0,Bayside City Council,Southern Metropolitan,small
Brighton,2,h,1701000.0,S,0,Buxton,2.0,1.0,2.0,225.0,Bayside City Council,Southern Metropolitan,medium
Brighton,2,u,760000.0,PI,2,Hodges,2.0,1.0,2.0,492.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,4,h,2640000.0,S,2,Hodges,4.0,2.0,2.0,246.0,Bayside City Council,Southern Metropolitan,medium
Brighton,4,h,2900000.0,VB,1,Buxton,1.0,2.0,1.0,582.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,4,h,5250000.0,VB,2,hockingstuart,2.0,2.0,1.0,113.0,Bayside City Council,Southern Metropolitan,small
Brighton,2,u,567800.0,SP,0,hockingstuart,1.0,2.0,0.0,491.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,2,u,850000.0,PI,2,Buxton,2.0,1.0,1.0,79.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,h,1550000.0,VB,4,hockingstuart,2.0,2.0,0.0,388.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,1101873.0,SN,8,Nick,4.0,3.0,5.0,76.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,1,u,671000.0,S,7,Buxton,1.0,1.0,1.0,74.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,4,t,2250000.0,SP,9,Marshall,4.0,2.0,2.0,281.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,3085000.0,S,3,Marshall,2.0,2.0,0.0,354.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,2900000.0,S,8,Nick,3.0,1.0,1.0,161.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,u,1620000.0,S,8,Buxton,3.0,2.0,2.0,62.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,4,h,311384.0,SP,6,Marshall,4.0,2.0,2.0,281.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,3580000.0,S,7,Marshall,1.0,1.0,0.0,328.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,750694.0,SP,10,Greg,4.0,4.0,2.0,423.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,h,3550000.0,S,10,Nick,3.0,2.0,0.0,283.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,2750000.0,S,0,Nick,4.0,2.0,2.0,322.0,Bayside City Council,Southern Metropolitan,large
Brighton,5,h,3751000.0,S,4,Marshall,3.0,3.0,2.0,422.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,h,462305.0,S,2,Buxton,3.0,1.0,1.0,199.0,Bayside City Council,Southern Metropolitan,medium
Brighton,2,u,821000.0,S,6,Buxton,1.0,2.0,1.0,580.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,t,1425000.0,S,1,Hodges,3.0,2.0,2.0,250.0,Bayside City Council,Southern Metropolitan,medium
Brighton,9,t,307931.0,S,4,Rodney,2.0,1.0,1.0,44.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,4,h,2405000.0,S,2,RT,4.0,1.0,2.0,142.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,u,1352500.0,S,7,hockingstuart,2.0,2.0,1.0,110.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,h,2030000.0,S,7,Nick,4.0,2.0,2.0,565.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,5,h,3105000.0,S,10,Marshall,4.0,2.0,2.0,304.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,1171000.0,S,2,Nick,3.0,2.0,2.0,599.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,2,t,1400000.0,S,10,RT,2.0,2.0,1.0,239.0,Bayside City Council,Southern Metropolitan,medium
Brighton,2,u,940000.0,VB,1,Hodges,1.0,2.0,0.0,191.0,Bayside City Council,Southern Metropolitan,medium
Brighton,4,h,509601.0,SP,5,Buxton,4.0,3.0,2.0,342.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,h,1600000.0,VB,6,RT,3.0,2.0,2.0,207.0,Bayside City Council,Southern Metropolitan,medium
Brighton,4,h,1500000.0,VB,0,Hodges,3.0,2.0,1.0,195.0,Bayside City Council,Southern Metropolitan,medium
Brighton,4,h,660328.0,S,7,Hodges,4.0,3.0,2.0,116.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,u,920000.0,S,7,Buxton,2.0,1.0,1.0,218.0,Bayside City Council,Southern Metropolitan,medium
Brighton East,5,h,1176510.0,S,3,Buxton,2.0,5.0,3.0,404.0,Bayside City Council,Southern Metropolitan,large
Brighton East,4,h,1940000.0,S,0,hockingstuart,4.0,2.0,2.0,240.0,Bayside City Council,Southern Metropolitan,medium
Brighton East,4,h,688282.0,S,10,Buxton,2.0,3.0,2.0,370.0,Bayside City Council,Southern Metropolitan,large
Brighton East,4,h,1850000.0,S,0,Nick,4.0,2.0,2.0,268.0,Bayside City Council,Southern Metropolitan,large
Brighton East,2,h,1060000.0,S,8,Nick,2.0,2.0,0.0,216.0,Bayside City Council,Southern Metropolitan,medium
Brighton East,4,h,460765.0,S,2,Buxton,3.0,2.0,2.0,202.0,Bayside City Council,Southern Metropolitan,medium
Brighton East,3,h,930000.0,SP,9,Marshall,3.0,1.0,1.0,117.0,Bayside City Council,Southern Metropolitan,small
Brighton East,5,h,1952000.0,S,3,Gary,2.0,1.0,0.0,486.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton East,3,h,755589.0,SS,8,Marshall,3.0,2.0,2.0,203.0,Bayside City Council,Southern Metropolitan,medium
Brighton East,3,h,1071411.0,SN,2,Nick,3.0,3.0,2.0,162.0,Bayside City Council,Southern Metropolitan,medium
Brighton East,4,t,1525000.0,PI,9,Marshall,1.0,1.0,1.0,561.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton East,4,h,1310000.0,PI,2,hockingstuart,4.0,3.0,2.0,213.0,Bayside City Council,Southern Metropolitan,medium
